,CASEID,ADDRESS,NEIGH,NEIGH-Income,ZIP,POLICED,COUNCILD,SOURCE,Sum SOURCE ,CATEGORY,Sum CATEGORY ,DAYTOCLOSE,Sum DAYTOCLOSE,TYPE,CATTYPE,GROUP311,VIS_STREET,DEPT,WORKGRP,REQTYPE,DETAIL,CREATEDATE,CREATTIME,CREATEMO,CREATEYR,STATUS,EXCEEDTIME,CLOSEDATE,CLOSEMO,CLOSEYR,DAYTOCLOSE.1,ADDGEOC,COUNTY,Latitude,Longitude,APN,CASEURL
42834,2019176066,5015 College Ave,North Town Fork Creek,L,64130.0,Metro,3.0,PHONE,30436,Animals / Pets,5012,7,1826,Cruelty or Neglect,Animals / Pets Cruelty or Neglect,ANIMAL,NOT_VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Cruelty or Neglect-Shelter / Food / Water,Shelter / Food / Water,10/4/2019,5:18 PM,10,2019,RESOL,Y,10/11/2019,10.0,2019.0,7.0,"5015 College Ave64130
(39.034586, -94.546252)",Jackson,39.034586,-94.546252,35310,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019176066
43144,2019175134,2705 Benton Blvd,Santa Fe,L,64128.0,East,3.0,PHONE,30436,Animals / Pets,5012,8,1466,Stray,Animals / Pets Stray,ANIMAL,VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Stray-Confined,Confined,10/3/2019,9:18 AM,10,2019,RESOL,Y,10/11/2019,10.0,2019.0,8.0,"2705 Benton Blvd64128
(39.076763, -94.548591)",Jackson,39.076763,-94.548591,281683,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019175134
43145,2019175479,4262 E 62nd St,Swope Parkway-Elmwood,L,64130.0,Metro,5.0,PHONE,30436,Animals / Pets,5012,11,721,Stray,Animals / Pets Stray,ANIMAL,VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Stray-At Large - Aggressive,At Large - Aggressive,10/3/2019,3:03 PM,10,2019,RESOL,Y,10/14/2019,10.0,2019.0,11.0,"4262 E 62nd St64130
(39.013709, -94.534291)",Jackson,39.013709000000006,-94.53429100000001,431,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019175479
43153,2019175613,2817 E 11th St,Independence Plaza,L,64127.0,East,3.0,PHONE,30436,Animals / Pets,5012,8,1466,Wildlife,Animals / Pets Wildlife,ANIMAL,VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Wildlife-Inside,Inside,10/3/2019,6:00 PM,10,2019,RESOL,Y,10/11/2019,10.0,2019.0,8.0,"2817 E 11th St64127
(39.100296, -94.548373)",Jackson,39.100296,-94.548373,10751,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019175613
39615,2019181247,3905 N Chaumiere Rd,Chaumiere,L,64117.0,Shoal Creek,1.0,PHONE,30436,Animals / Pets,5012,1,9171,Wildlife,Animals / Pets Wildlife,ANIMAL,VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Wildlife-Injured,Injured,10/17/2019,10:35 AM,10,2019,RESOL,N,10/18/2019,10.0,2019.0,1.0,"3905 N Chaumiere Rd64117
(39.165267, -94.540689)",Clay,39.165267,-94.540689,78143,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019181247
43487,2019174773,3043 E 32nd St,Santa Fe,L,64128.0,East,3.0,PHONE,30436,Animals / Pets,5012,0,4266,Cruelty or Neglect,Animals / Pets Cruelty or Neglect,ANIMAL,NOT_VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Cruelty or Neglect-Shelter / Food / Water,Shelter / Food / Water,10/2/2019,1:29 PM,10,2019,RESOL,N,10/2/2019,10.0,2019.0,0.0,"3043 E 32nd St64128
(39.068536, -94.546439)",Jackson,39.068536,-94.546439,25045,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019174773
38847,2019182546,2807 E 38th St,Oak Park Northwest,L,64128.0,East,3.0,PHONE,30436,Animals / Pets,5012,3,3615,Cruelty or Neglect,Animals / Pets Cruelty or Neglect,ANIMAL,NOT_VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Cruelty or Neglect-Inclement Weather,Inclement Weather,10/21/2019,2:49 PM,10,2019,RESOL,N,10/24/2019,10.0,2019.0,3.0,"2807 E 38th St64128
(39.057009, -94.550709)",Jackson,39.057009,-94.550709,28930,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019182546
38848,2019182698,5644 E 28th St,South Blue Valley,L,64128.0,East,3.0,PHONE,30436,Animals / Pets,5012,3,3615,Cruelty or Neglect,Animals / Pets Cruelty or Neglect,ANIMAL,NOT_VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Cruelty or Neglect-Shelter / Food / Water,Shelter / Food / Water,10/21/2019,5:05 PM,10,2019,RESOL,N,10/24/2019,10.0,2019.0,3.0,"5644 E 28th St64128
(39.074685, -94.515896)",Jackson,39.074684999999995,-94.515896,21528,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019182698
38862,2019181988,3810 College Ave,Oak Park Northwest,L,64128.0,East,3.0,PHONE,30436,Animals / Pets,5012,1,9171,Dead Animal,Animals / Pets Dead Animal,ANIMAL,VISIBLE,NHS,NHS-Solid Waste-,Animals / Pets-Dead Animal -Street,Street,10/21/2019,7:24 AM,10,2019,RESOL,N,10/22/2019,10.0,2019.0,1.0,"3810 College Ave64128
(39.056591, -94.545771)",Jackson,39.056591,-94.545771,29292,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019181988
38877,2019182688,1233 White Ave,West Blue Valley,L,64126.0,East,3.0,PHONE,30436,Animals / Pets,5012,29,280,Rat Treatment,Animals / Pets Rat Treatment,ANIMAL,NOT_VISIBLE,Health,Health-Rat-,Animals / Pets-Rat Treatment-Outside,Outside,10/21/2019,4:56 PM,10,2019,RESOL,Y,11/19/2019,11.0,2019.0,29.0,"1233 White Ave64126
(39.096303, -94.511976)",Jackson,39.096303000000006,-94.511976,6391,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019182688
7992,2020018475,3018 Wabash Ave,Key Coalition,L,64109.0,Central,3.0,PHONE,30436,Animals / Pets,5012,1,9171,Cruelty or Neglect,Animals / Pets Cruelty or Neglect,ANIMAL,NOT_VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Cruelty or Neglect-Shelter / Food / Water,Shelter / Food / Water,2/6/2020,12:03 PM,2,2020,RESOL,N,2/7/2020,2.0,2020.0,1.0,"3018 Wabash Ave64109
(39.070946, -94.554271)",Jackson,39.070946,-94.554271,26950,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020018475
7993,2020018600,3744 Bellefontaine Ave,Oak Park Northwest,L,64128.0,East,3.0,PHONE,30436,Animals / Pets,5012,1,9171,Cruelty or Neglect,Animals / Pets Cruelty or Neglect,ANIMAL,NOT_VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Cruelty or Neglect-Shelter / Food / Water,Shelter / Food / Water,2/6/2020,2:02 PM,2,2020,RESOL,N,2/7/2020,2.0,2020.0,1.0,"3744 Bellefontaine Ave64128
(39.057256, -94.548106)",Jackson,39.057256,-94.548106,29193,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020018600
8000,2020018762,4600 E 63rd St,Swope Parkway-Elmwood,L,64130.0,Metro,5.0,PHONE,30436,Animals / Pets,5012,1,9171,Dead Animal,Animals / Pets Dead Animal,ANIMAL,VISIBLE,NHS,NHS-Solid Waste-,Animals / Pets-Dead Animal -Street,Street,2/6/2020,4:22 PM,2,2020,RESOL,N,2/7/2020,2.0,2020.0,1.0,"4600 E 63rd St64130
(39.013429, -94.531992)",Jackson,39.013428999999995,-94.531992,493,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020018762
8002,2020018774,3106 E Truman Rd,18th And Vine And Downtown East,L,64127.0,East,3.0,PHONE,30436,Animals / Pets,5012,1,9171,Dead Animal,Animals / Pets Dead Animal,ANIMAL,VISIBLE,NHS,NHS-Solid Waste-,Animals / Pets-Dead Animal -Curb,Curb,2/6/2020,4:30 PM,2,2020,RESOL,N,2/7/2020,2.0,2020.0,1.0,"3106 E Truman Rd64127
(39.094829, -94.545919)",Jackson,39.094829,-94.545919,11244,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020018774
8006,2020018451,4001 E 10th St,Lykins,L,64127.0,East,3.0,PHONE,30436,Animals / Pets,5012,144,10,Services,Animals / Pets Services,ANIMAL,NOT_VISIBLE,NHS,NHS-Animal Health and Safety-Admin,Animals / Pets-Services-Service Issue / Problem,Service Issue / Problem,2/6/2020,11:36 AM,2,2020,RESOL,Y,6/29/2020,6.0,2020.0,144.0,"4001 E 10th St64127
(39.100435, -94.535747)",Jackson,39.100435,-94.535747,10050,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020018451
8009,2020018543,4615 E 8th St,Lykins,L,64124.0,East,3.0,PHONE,30436,Animals / Pets,5012,0,4266,Stray,Animals / Pets Stray,ANIMAL,VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Stray-At Large - Aggressive,At Large - Aggressive,2/6/2020,1:18 PM,2,2020,RESOL,N,2/6/2020,2.0,2020.0,0.0,"4615 E 8th St64124
(39.102443, -94.527387)",Jackson,39.102443,-94.527387,7784,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020018543
38890,2019182383,6015 E 13th St,West Blue Valley,L,64126.0,East,3.0,PHONE,30436,Animals / Pets,5012,1,9171,Stray,Animals / Pets Stray,ANIMAL,VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Stray-Injured,Injured,10/21/2019,12:50 PM,10,2019,RESOL,N,10/22/2019,10.0,2019.0,1.0,"6015 E 13th St64126
(39.09546, -94.51149)",Jackson,39.095459999999996,-94.51149000000001,6282,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019182383
38893,2019182402,3938 Spruce Ave,Vineyard Northwest,L,64130.0,East,3.0,PHONE,30436,Animals / Pets,5012,1,9171,Stray,Animals / Pets Stray,ANIMAL,VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Stray-At Large - Aggressive,At Large - Aggressive,10/21/2019,1:12 PM,10,2019,RESOL,N,10/22/2019,10.0,2019.0,1.0,"3938 Spruce Ave64130
(39.053458, -94.534406)",Jackson,39.053458,-94.534406,31629,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019182402
43504,2019174877,2312 E 11th St,Independence Plaza,L,64127.0,Central,3.0,PHONE,30436,Animals / Pets,5012,8,1466,Services,Animals / Pets Services,ANIMAL,NOT_VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Services-Off Leash,Off Leash - Investigation,10/2/2019,3:49 PM,10,2019,RESOL,N,10/10/2019,10.0,2019.0,8.0,"2312 E 11th St64127
(39.100324, -94.55398)",Jackson,39.100324,-94.55398000000001,11853,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019174877
38896,2019182189,5114 Walrond Ave,North Town Fork Creek,L,64130.0,Metro,5.0,PHONE,30436,Animals / Pets,5012,1,9171,Stray,Animals / Pets Stray,ANIMAL,VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Stray-At Large - Pack,At Large - Pack,10/21/2019,10:32 AM,10,2019,RESOL,N,10/22/2019,10.0,2019.0,1.0,"5114 Walrond Ave64130
(39.032959, -94.548169)",Jackson,39.032959000000005,-94.548169,36025,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019182189
38909,2019182644,4725 Prospect Ave,North Town Fork Creek,L,64130.0,East,3.0,PHONE,30436,Animals / Pets,5012,7,1826,Stray,Animals / Pets Stray,ANIMAL,VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Stray-At Large - Non-Aggressive,At Large - Non-Aggressive,10/21/2019,4:13 PM,10,2019,RESOL,N,10/28/2019,10.0,2019.0,7.0,"4725 Prospect Ave64130
(39.039621, -94.554064)",Jackson,39.039621000000004,-94.554064,35013,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019182644
38916,2019182304,3211 E 32nd St,Santa Fe,L,64128.0,East,3.0,PHONE,30436,Animals / Pets,5012,1,9171,Stray,Animals / Pets Stray,ANIMAL,VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Stray-At Large - Owned,At Large - Owned,10/21/2019,11:45 AM,10,2019,RESOL,N,10/22/2019,10.0,2019.0,1.0,"3211 E 32nd St64128
(39.068503, -94.545386)",Jackson,39.068503,-94.545386,25075,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019182304
39446,2019181650,5238 South Benton Ave,North Town Fork Creek,L,64130.0,Metro,5.0,PHONE,30436,Animals / Pets,5012,3,3615,Cruelty or Neglect,Animals / Pets Cruelty or Neglect,ANIMAL,NOT_VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Cruelty or Neglect-Inclement Weather,Inclement Weather,10/18/2019,7:49 AM,10,2019,RESOL,N,10/21/2019,10.0,2019.0,3.0,"5238 South Benton Ave64130
(39.03032, -94.551792)",Jackson,39.03032,-94.551792,36169,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019181650
39563,2019181132,5811 Elmwood Ave,Swope Parkway-Elmwood,L,64130.0,Metro,5.0,PHONE,30436,Animals / Pets,5012,0,4266,Cruelty or Neglect,Animals / Pets Cruelty or Neglect,ANIMAL,NOT_VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Cruelty or Neglect-Shelter / Food / Water,Shelter / Food / Water,10/17/2019,8:49 AM,10,2019,RESOL,N,10/17/2019,10.0,2019.0,0.0,"5811 Elmwood Ave64130
(39.019702, -94.532104)",Jackson,39.019702,-94.532104,38069,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019181132
39565,2019181465,3304 Olive St,Key Coalition,L,64109.0,Central,3.0,PHONE,30436,Animals / Pets,5012,1,9171,Dead Animal,Animals / Pets Dead Animal,ANIMAL,VISIBLE,NHS,NHS-Solid Waste-,Animals / Pets-Dead Animal -Curb,Curb,10/17/2019,2:23 PM,10,2019,RESOL,Y,10/18/2019,10.0,2019.0,1.0,"3304 Olive St64109
(39.066098, -94.555686)",Jackson,39.066098,-94.555686,126697,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019181465
39573,2019181221,2500 Topping Ave,South Blue Valley,L,64127.0,East,3.0,PHONE,30436,Animals / Pets,5012,1,9171,Dead Animal,Animals / Pets Dead Animal,ANIMAL,VISIBLE,NHS,NHS-Solid Waste-,Animals / Pets-Dead Animal -Curb,Curb,10/17/2019,10:08 AM,10,2019,RESOL,Y,10/18/2019,10.0,2019.0,1.0,"2500 Topping Ave64127
(39.079401, -94.515825)",Jackson,39.079401000000004,-94.515825,20718,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019181221
39579,2019181404,1130 E Missouri Ave,Columbus Park,L,64106.0,Central,4.0,PHONE,30436,Animals / Pets,5012,1,9171,Dead Animal,Animals / Pets Dead Animal,ANIMAL,VISIBLE,NHS,NHS-Solid Waste-,Animals / Pets-Dead Animal -Street,Street,10/17/2019,1:26 PM,10,2019,RESOL,Y,10/18/2019,10.0,2019.0,1.0,"1130 E Missouri Ave64106
(39.110137, -94.568465)",Jackson,39.110137,-94.568465,39698,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019181404
39581,2019181277,6039 E 12th St,West Blue Valley,L,64126.0,East,3.0,PHONE,30436,Animals / Pets,5012,1,9171,Dead Animal,Animals / Pets Dead Animal,ANIMAL,VISIBLE,NHS,NHS-Solid Waste-,Animals / Pets-Dead Animal -Curb,Curb,10/17/2019,11:03 AM,10,2019,RESOL,Y,10/18/2019,10.0,2019.0,1.0,"6039 E 12th St64126
(39.097201, -94.510258)",Jackson,39.097201,-94.510258,6357,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019181277
39592,2019181596,1108 EWING AVE,Sheffield,L,64126.0,East,4.0,PHONE,30436,Animals / Pets,5012,7,1826,Stray,Animals / Pets Stray,ANIMAL,VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Stray-At Large - Pack,At Large - Pack,10/17/2019,6:00 PM,10,2019,RESOL,Y,10/24/2019,10.0,2019.0,7.0,"1108 EWING AVE64126
(39.098164, -94.503388)",Jackson,39.098164000000004,-94.503388,5248,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019181596
39600,2019181192,1110 Oakley Ave,Sheffield,L,64127.0,East,4.0,PHONE,30436,Animals / Pets,5012,5,2293,Stray,Animals / Pets Stray,ANIMAL,VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Stray-At Large - Aggressive,At Large - Aggressive,10/17/2019,9:49 AM,10,2019,RESOL,N,10/22/2019,10.0,2019.0,5.0,"1110 Oakley Ave64127
(39.09854, -94.517091)",Jackson,39.09854,-94.51709100000001,7652,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019181192
39609,2019181515,923 Woodland Ave,Forgotten Homes,L,64127.0,Central,3.0,PHONE,30436,Animals / Pets,5012,7,1826,Stray,Animals / Pets Stray,ANIMAL,VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Stray-Injured,Injured,10/17/2019,3:37 PM,10,2019,RESOL,Y,10/24/2019,10.0,2019.0,7.0,"923 Woodland Ave64127
(39.102183, -94.559987)",Jackson,39.102183000000004,-94.55998699999999,253232,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019181515
39612,2019181597,810 Ewing Ave,Sheffield,L,64125.0,East,4.0,PHONE,30436,Animals / Pets,5012,1,9171,Stray,Animals / Pets Stray,ANIMAL,VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Stray-At Large - Pack,At Large - Pack,10/17/2019,6:01 PM,10,2019,RESOL,N,10/18/2019,10.0,2019.0,1.0,"810 Ewing Ave64125
(39.101776, -94.503235)",Jackson,39.101776,-94.503235,5154,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019181597
39613,2019181603,1920 Lister Ave,East Community Team North,L,64127.0,East,3.0,PHONE,30436,Animals / Pets,5012,1,9171,Stray,Animals / Pets Stray,ANIMAL,VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Stray-At Large - Non-Aggressive,At Large - Non-Aggressive,10/17/2019,6:16 PM,10,2019,RESOL,N,10/18/2019,10.0,2019.0,1.0,"1920 Lister Ave64127
(39.087726, -94.527344)",Jackson,39.087726,-94.527344,18176,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019181603
38900,2019182472,2701 E 30th St,Santa Fe,L,64128.0,East,3.0,PHONE,30436,Animals / Pets,5012,1,9171,Stray,Animals / Pets Stray,ANIMAL,VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Stray-At Large - Non-Aggressive,At Large - Non-Aggressive,10/21/2019,2:03 PM,10,2019,RESOL,N,10/22/2019,10.0,2019.0,1.0,"2701 E 30th St64128
(39.071436, -94.551295)",Jackson,39.071436,-94.551295,24736,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019182472
47644,2019167728,4533 E 60th St,Swope Parkway-Elmwood,L,64130.0,Metro,5.0,PHONE,30436,Animals / Pets,5012,5,2293,Stray,Animals / Pets Stray,ANIMAL,VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Stray-At Large - Aggressive,At Large - Aggressive,9/18/2019,9:21 AM,9,2019,RESOL,N,9/23/2019,9.0,2019.0,5.0,"4533 E 60th St64130
(39.016453, -94.533223)",Jackson,39.016453000000006,-94.53322299999999,362,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019167728
41162,2019178930,2516 Oakley Ave,South Blue Valley,L,64127.0,East,3.0,PHONE,30436,Animals / Pets,5012,3,3615,Stray,Animals / Pets Stray,ANIMAL,VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Stray-At Large - Aggressive,At Large - Aggressive,10/11/2019,5:57 PM,10,2019,RESOL,N,10/14/2019,10.0,2019.0,3.0,"2516 Oakley Ave64127
(39.079036, -94.518148)",Jackson,39.079036,-94.518148,20689,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019178930
47652,2019167733,2927 Victor St,Santa Fe,L,64128.0,East,3.0,PHONE,30436,Animals / Pets,5012,1,9171,Wildlife,Animals / Pets Wildlife,ANIMAL,VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Wildlife-Inside,Inside,9/18/2019,9:28 AM,9,2019,RESOL,N,9/19/2019,9.0,2019.0,1.0,"2927 Victor St64128
(39.073288, -94.547429)",Jackson,39.073288,-94.54742900000001,24267,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019167733
18968,2020002470,5013 Lister Ave,Swope Parkway-Elmwood,L,64130.0,Metro,5.0,PHONE,30436,Animals / Pets,5012,50,113,Rat Treatment,Animals / Pets Rat Treatment,ANIMAL,NOT_VISIBLE,Health,Health-Rat-,Animals / Pets-Rat Treatment-Inside Residence,Inside Home,1/7/2020,11:54 AM,1,2020,RESOL,Y,2/26/2020,2.0,2020.0,50.0,"5013 Lister Ave64130
(39.034253, -94.528941)",Jackson,39.034253,-94.528941,33493,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020002470
18967,2020002815,811 Van Brunt Blvd,Lykins,L,64124.0,East,3.0,WEB,13543,Animals / Pets,5012,45,159,Rat Treatment,Animals / Pets Rat Treatment,ANIMAL,NOT_VISIBLE,Health,Health-Rat-,Animals / Pets-Rat Treatment-Inside Residence,Inside Home,1/7/2020,8:40 PM,1,2020,RESOL,Y,2/21/2020,2.0,2020.0,45.0,"811 Van Brunt Blvd64124
(39.102245, -94.525601)",Jackson,39.102245,-94.525601,7976,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020002815
18966,2020002728,2214 Hardesty Ave,South Blue Valley,L,64127.0,East,3.0,PHONE,30436,Animals / Pets,5012,50,113,Rat Treatment,Animals / Pets Rat Treatment,ANIMAL,NOT_VISIBLE,Health,Health-Rat-,Animals / Pets-Rat Treatment-Outside,Outside,1/7/2020,4:14 PM,1,2020,RESOL,Y,2/26/2020,2.0,2020.0,50.0,"2214 Hardesty Ave64127
(39.084545, -94.520185)",Jackson,39.084545,-94.520185,17828,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020002728
2654,2020026626,3206 Victor St,Santa Fe,L,64128.0,East,3.0,PHONE,30436,Animals / Pets,5012,3,3615,Bite,Animals / Pets Bite,ANIMAL,NOT_VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Bite-Stray,Stray,2/21/2020,1:41 PM,2,2020,RESOL,N,2/24/2020,2.0,2020.0,3.0,"3206 Victor St64128
(39.073831, -94.545827)",Jackson,39.073831,-94.545827,24465,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020026626
2682,2020026580,3400 E 14th St,Lykins,L,64127.0,East,3.0,PHONE,30436,Animals / Pets,5012,129,19,Stray,Animals / Pets Stray,ANIMAL,VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Stray-Injured,Injured,2/21/2020,12:45 PM,2,2020,RESOL,Y,6/29/2020,6.0,2020.0,129.0,"3400 E 14th St64127
(39.096025, -94.542141)",Jackson,39.096025,-94.542141,11468,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020026580
2683,2020026310,6400 E 23rd St,Central Blue Valley And Park Tower Gardens,L,64126.0,East,3.0,PHONE,30436,Animals / Pets,5012,129,19,Wildlife,Animals / Pets Wildlife,ANIMAL,VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Wildlife-Injured,Injured,2/21/2020,7:32 AM,2,2020,RESOL,Y,6/29/2020,6.0,2020.0,129.0,"6400 E 23rd St64126
(39.084164, -94.508467)",Jackson,39.084164,-94.50846700000001,21184,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020026310
18951,2020002303,7033 Walrond Ave,Self Help Neighborhood Council,L,64132.0,Metro,5.0,PHONE,30436,Animals / Pets,5012,1,9171,Dead Animal,Animals / Pets Dead Animal,ANIMAL,VISIBLE,NHS,NHS-Solid Waste-,Animals / Pets-Dead Animal -Curb,Curb,1/7/2020,9:28 AM,1,2020,RESOL,N,1/8/2020,1.0,2020.0,1.0,"7033 Walrond Ave64132
(38.998301, -94.549553)",Jackson,38.998301,-94.549553,3186,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020002303
18948,2020002793,5501 Walrond Ave,North Town Fork Creek,L,64130.0,Metro,5.0,PHONE,30436,Animals / Pets,5012,1,9171,Dead Animal,Animals / Pets Dead Animal,ANIMAL,VISIBLE,NHS,NHS-Solid Waste-,Animals / Pets-Dead Animal -Curb,Curb,1/7/2020,5:32 PM,1,2020,RESOL,N,1/8/2020,1.0,2020.0,1.0,"5501 Walrond Ave64130
(39.026052, -94.547936)",Jackson,39.026052,-94.54793599999999,36456,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020002793
18944,2020002389,3031 E 27th St,Santa Fe,L,64128.0,East,3.0,PHONE,30436,Animals / Pets,5012,1,9171,Dead Animal,Animals / Pets Dead Animal,ANIMAL,VISIBLE,NHS,NHS-Solid Waste-,Animals / Pets-Dead Animal -Street,Street,1/7/2020,10:35 AM,1,2020,RESOL,N,1/8/2020,1.0,2020.0,1.0,"3031 E 27th St64128
(39.076573, -94.546485)",Jackson,39.076572999999996,-94.546485,24332,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020002389
18941,2020002394,3031 E 27th St,Santa Fe,L,64128.0,East,3.0,PHONE,30436,Animals / Pets,5012,0,4266,Cruelty or Neglect,Animals / Pets Cruelty or Neglect,ANIMAL,NOT_VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Cruelty or Neglect-Shelter / Food / Water,Shelter / Food / Water,1/7/2020,10:38 AM,1,2020,RESOL,N,1/7/2020,1.0,2020.0,0.0,"3031 E 27th St64128
(39.076573, -94.546485)",Jackson,39.076572999999996,-94.546485,24332,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020002394
25075,2019204777,3212 E 32nd St,Santa Fe,L,64128.0,East,3.0,PHONE,30436,Animals / Pets,5012,9,779,Rat Treatment,Animals / Pets Rat Treatment,ANIMAL,NOT_VISIBLE,Health,Health-Rat-,Animals / Pets-Rat Treatment-Inside Residence,Inside Home,12/17/2019,1:06 PM,12,2019,RESOL,N,12/26/2019,12.0,2019.0,9.0,"3212 E 32nd St64128
(39.068981, -94.545327)",Jackson,39.068981,-94.545327,25002,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019204777
