,CASEID,ADDRESS,NEIGH,NEIGH-Income,ZIP,POLICED,COUNCILD,SOURCE,Sum SOURCE ,CATEGORY,Sum CATEGORY ,DAYTOCLOSE,Sum DAYTOCLOSE,TYPE,CATTYPE,GROUP311,VIS_STREET,DEPT,WORKGRP,REQTYPE,DETAIL,CREATEDATE,CREATTIME,CREATEMO,CREATEYR,STATUS,EXCEEDTIME,CLOSEDATE,CLOSEMO,CLOSEYR,DAYTOCLOSE.1,ADDGEOC,COUNTY,Latitude,Longitude,APN,CASEURL
1423,2020028916,3424 E 55th St,North Town Fork Creek,L,64130,Metro,5,PHONE,4440,Trash / Recycling,,1,1102,Recycling,Trash / Recycling Recycling,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Recycling-Missed by City,Missed by City,2/26/2020,12:12 PM,2,2020,RESOL,N,2/27/2020,2,2020,1,"3424 E 55th St64130
(39.026603, -94.544785)",Jackson,39.026603,-94.544785,35647,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028916
1424,2020029251,2732 Brooklyn Ave,Key Coalition,L,64109,Central,3,EMAIL,248,Trash / Recycling,,1,1102,Recycling,Trash / Recycling Recycling,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Recycling-Missed by City,Missed by City,2/26/2020,6:28 PM,2,2020,RESOL,N,2/27/2020,2,2020,1,"2732 Brooklyn Ave64109
(39.076095, -94.557528)",Jackson,39.076095,-94.557528,26691,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020029251
1440,2020028689,2605 E 38th St,Oak Park Northwest,L,64128,East,3,PHONE,4440,Trash / Recycling,,6,207,Services,Trash / Recycling Services,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-Administration,Trash / Recycling-Services-Call Back Request,Call Back Request,2/26/2020,8:22 AM,2,2020,RESOL,N,3/3/2020,3,2020,6,"2605 E 38th St64128
(39.057044, -94.553101)",Jackson,39.057044,-94.553101,29050,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028689
1449,2020029239,4112 E 37th St,Palestine East,L,64128,East,3,PHONE,4440,Trash / Recycling,,1,1102,Trash Collection,Trash / Recycling Trash Collection,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by City,Missed by City,2/26/2020,5:46 PM,2,2020,RESOL,N,2/27/2020,2,2020,1,"4112 E 37th St64128
(39.058686, -94.535504)",Jackson,39.058686,-94.535504,27689,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020029239
1450,2020029241,3309 E 37th St,Oak Park Northwest,L,64128,East,3,PHONE,4440,Trash / Recycling,,1,1102,Trash Collection,Trash / Recycling Trash Collection,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by City,Missed by City,2/26/2020,5:58 PM,2,2020,RESOL,N,2/27/2020,2,2020,1,"3309 E 37th St64128
(39.058545, -94.544843)",Jackson,39.058545,-94.544843,29105,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020029241
1453,2020028683,2920 E 30th St,Santa Fe,L,64128,East,3,PHONE,4440,Trash / Recycling,,1,1102,Trash Collection,Trash / Recycling Trash Collection,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by City,Missed by City,2/26/2020,8:19 AM,2,2020,RESOL,N,2/27/2020,2,2020,1,"2920 E 30th St64128
(39.071818, -94.548218)",Jackson,39.071818,-94.548218,24722,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028683
1455,2020028762,5716 Myrtle Ave,Swope Parkway-Elmwood,L,64130,Metro,5,PHONE,4440,Trash / Recycling,,1,1102,Trash Collection,Trash / Recycling Trash Collection,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by City,Missed by City,2/26/2020,9:27 AM,2,2020,RESOL,N,2/27/2020,2,2020,1,"5716 Myrtle Ave64130
(39.021713, -94.539611)",Jackson,39.021713,-94.539611,37245,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028762
1457,2020028800,3824 E 62nd St,Swope Parkway-Elmwood,L,64130,Metro,5,PHONE,4440,Trash / Recycling,,1,1102,Trash Collection,Trash / Recycling Trash Collection,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by City,Missed by City,2/26/2020,10:04 AM,2,2020,RESOL,N,2/27/2020,2,2020,1,"3824 E 62nd St64130
(39.013908, -94.540432)",Jackson,39.013908,-94.540432,798,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028800
1458,2020028801,3837 E 60th Ter,Swope Parkway-Elmwood,L,64130,Metro,5,PHONE,4440,Trash / Recycling,,1,1102,Trash Collection,Trash / Recycling Trash Collection,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by City,Missed by City,2/26/2020,10:05 AM,2,2020,RESOL,N,2/27/2020,2,2020,1,"3837 E 60th Ter64130
(39.015827, -94.540057)",Jackson,39.015827,-94.540057,506,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028801
1460,2020028977,3844 College Ave,Oak Park Northwest,L,64128,East,3,BOT,341,Trash / Recycling,,1,1102,Trash Collection,Trash / Recycling Trash Collection,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by City,Missed by City,2/26/2020,12:59 PM,2,2020,RESOL,N,2/27/2020,2,2020,1,"3844 College Ave64128
(39.055304, -94.545844)",Jackson,39.055304,-94.545844,29306,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028977
1463,2020029064,3446 Bellefontaine Ave,Oak Park Northwest,L,64128,East,3,PHONE,4440,Trash / Recycling,,1,1102,Trash Collection,Trash / Recycling Trash Collection,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by City,Missed by City,2/26/2020,2:38 PM,2,2020,RESOL,N,2/27/2020,2,2020,1,"3446 Bellefontaine Ave64128
(39.062602, -94.547835)",Jackson,39.062602,-94.547835,25787,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020029064
1469,2020029235,2915 E 29th St,Santa Fe,L,64128,East,3,PHONE,4440,Trash / Recycling,,1,1102,Trash Collection,Trash / Recycling Trash Collection,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by City,Missed by City,2/26/2020,5:31 PM,2,2020,RESOL,N,2/27/2020,2,2020,1,"2915 E 29th St64128
(39.07226, -94.548215)",Jackson,39.07226,-94.548215,24720,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020029235
1471,2020029071,700 Chestnut Ave,Independence Plaza,L,64124,East,3,PHONE,4440,Trash / Recycling,,1,1102,Trash Collection,Trash / Recycling Trash Collection,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by City,Missed by City,2/26/2020,2:45 PM,2,2020,RESOL,N,2/27/2020,2,2020,1,"700 Chestnut Ave64124
(39.104304, -94.548625)",Jackson,39.104304,-94.548625,10581,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020029071
1479,2020028888,4205 Jackson Ave,Vineyard Northwest,L,64130,East,3,PHONE,4440,Trash / Recycling,,1,1102,Trash Collection,Trash / Recycling Trash Collection,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by City,Missed by City,2/26/2020,11:35 AM,2,2020,RESOL,N,2/27/2020,2,2020,1,"4205 Jackson Ave64130
(39.049347, -94.535076)",Jackson,39.049347,-94.535076,31701,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028888
1484,2020029130,3711 E 10th St,Lykins,L,64127,East,3,BOT,341,Trash / Recycling,,1,1102,Trash Collection,Trash / Recycling Trash Collection,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by City,Missed by City,2/26/2020,4:07 PM,2,2020,RESOL,N,2/27/2020,2,2020,1,"3711 E 10th St64127
(39.10064, -94.538123)",Jackson,39.10064,-94.538123,9901,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020029130
1507,2020028004,3051 Van Brunt Blvd,South Blue Valley,L,64128,East,3,PHONE,4440,Animals / Pets,,1,1102,Dead Animal,Animals / Pets Dead Animal,ANIMAL,VISIBLE,NHS,NHS-Solid Waste-,Animals / Pets-Dead Animal -Curb,Curb,2/25/2020,9:32 AM,2,2020,RESOL,N,2/26/2020,2,2020,1,"3051 Van Brunt Blvd64128
(39.069297, -94.520028)",Jackson,39.069297,-94.520028,22008,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028004
1525,2020027947,2600 E Gregory Blvd,Self Help Neighborhood Council,L,64132,Metro,5,PHONE,4440,Animals / Pets,,0,603,Stray,Animals / Pets Stray,ANIMAL,VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Stray-At Large - Highway,At Large - Highway,2/25/2020,8:45 AM,2,2020,RESOL,N,2/25/2020,2,2020,0,"2600 E Gregory Blvd64132
(38.998287, -94.556528)",Jackson,38.998287,-94.556528,3087,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020027947
1526,2020027950,2950 Victor St,Santa Fe,L,64128,East,3,PHONE,4440,Animals / Pets,,0,603,Stray,Animals / Pets Stray,ANIMAL,VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Stray-At Large - Owned,At Large - Owned,2/25/2020,8:50 AM,2,2020,RESOL,N,2/25/2020,2,2020,0,"2950 Victor St64128
(39.073872, -94.546687)",Jackson,39.073872,-94.546687,24290,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020027950
1528,2020028160,2331 Oakley Ave,South Blue Valley,L,64127,East,3,PHONE,4440,Animals / Pets,,0,603,Stray,Animals / Pets Stray,ANIMAL,VISIBLE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Stray-At Large - Aggressive,At Large - Aggressive,2/25/2020,11:53 AM,2,2020,RESOL,N,2/25/2020,2,2020,0,"2331 Oakley Ave64127
(39.082005, -94.51733)",Jackson,39.082005,-94.51733,20109,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028160
1533,2020028247,911 E 5th St,Columbus Park,L,64106,Central,4,PHONE,4440,Capital Projects,,3,467,PIAC,Capital Projects PIAC,CITY_SERVICES,NOT_VISIBLE,Finance,Finance-PIAC-,Capital Projects-PIAC-Department Referral,Department Referral,2/25/2020,1:30 PM,2,2020,RESOL,N,2/28/2020,2,2020,3,"911 E 5th St64106
(39.110057, -94.572823)",Jackson,39.110057,-94.572823,39347,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028247
1550,2020028596,4800 E 63rd St,Swope Parkway-Elmwood,L,64130,Metro,5,PHONE,4440,Government,,2,503,Not Provided By KCMO,Government Not Provided By KCMO,CITY_SERVICES,NOT_VISIBLE,City Managers Office,City Managers Office-311 Call Center-Support,Government-Not Provided By KCMO-MODOT,MODOT,2/25/2020,6:41 PM,2,2020,RESOL,N,2/27/2020,2,2020,2,"4800 E 63rd St64130
(39.014493, -94.529933)",Jackson,39.014493,-94.529933,492,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028596
1555,2020028037,5515 E Truman Rd,West Blue Valley,L,64127,East,3,PHONE,4440,Lights / Signals,,2,503,Street Light,Lights / Signals Street Light,ROADS_LIGHTS_SIGNS,VISIBLE,Public Works,Public Works-Street and Traffic-Streetlights,Lights / Signals-Street Light-1 light out,1 Light Out,2/25/2020,9:52 AM,2,2020,RESOL,N,2/27/2020,2,2020,2,"5515 E Truman Rd64127
(39.093677, -94.51742)",Jackson,39.093677,-94.51742,9320,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028037
1558,2020027871,3610 E 56th St,North Town Fork Creek,L,64130,Metro,5,PHONE,4440,Lights / Signals,,2,503,Street Light,Lights / Signals Street Light,ROADS_LIGHTS_SIGNS,VISIBLE,Public Works,Public Works-Street and Traffic-Streetlights,Lights / Signals-Street Light-1 light out,1 Light Out,2/25/2020,7:22 AM,2,2020,RESOL,N,2/27/2020,2,2020,2,"3610 E 56th St64130
(39.025071, -94.542943)",Jackson,39.025071,-94.542943,37029,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020027871
1581,2020028321,814 Park Ave,Independence Plaza,L,64124,Central,3,PHONE,4440,Property / Buildings / Construction,,6,207,Dangerous Building,Property / Buildings / Construction Dangerous Building,PROPERTY_DANGEROUS_BLDG,VISIBLE,NHS,NHS-Neighborhood Preservation-Open Entry,Prop/Build/Construct-Dangerous Building-Open to entry,Open To Entry,2/25/2020,2:37 PM,2,2020,RESOL,Y,3/2/2020,3,2020,6,"814 Park Ave64124
(39.103196, -94.554987)",Jackson,39.103196,-94.554987,11718,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028321
1598,2020028084,5228 Norton Ave,Mount Cleveland,L,64130,Metro,5,INSPE,85,Property / Buildings / Construction,,180,424,Property Maintenance,Property / Buildings / Construction Property Maintenance,PROPERTY,VISIBLE,NHS,NHS-Neighborhood Preservation-,Property Violations,Main Structure,2/25/2020,10:31 AM,2,2020,OPEN,N,,,,,"5228 Norton Ave64130
(39.030298, -94.537956)",Jackson,39.030298,-94.537956,35495,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028084
1602,2020028274,4932 Chestnut Ave,North Town Fork Creek,L,64130,Metro,3,PHONE,4440,Property / Buildings / Construction,,0,603,Property Maintenance,Property / Buildings / Construction Property Maintenance,PROPERTY,VISIBLE,NHS,NHS-Neighborhood Preservation-,Property Violations,Main Structure,2/25/2020,1:53 PM,2,2020,RESOL,N,2/25/2020,2,2020,0,"4932 Chestnut Ave64130
(39.036099, -94.552629)",Jackson,39.036099,-94.552629,35139,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028274
1603,2020028399,5417 College Ave,North Town Fork Creek,L,64130,Metro,5,PHONE,4440,Property / Buildings / Construction,,1,1102,Property Maintenance,Property / Buildings / Construction Property Maintenance,PROPERTY,VISIBLE,NHS,NHS-Neighborhood Preservation-,Property Violations,Main Structure,2/25/2020,3:23 PM,2,2020,RESOL,N,2/26/2020,2,2020,1,"5417 College Ave64130
(39.027317, -94.546539)",Jackson,39.027317,-94.546539,36364,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028399
1604,2020028396,5822 Bellefontaine Ave,North Town Fork Creek,L,64130,Metro,5,PHONE,4440,Property / Buildings / Construction,,0,603,Property Maintenance,Property / Buildings / Construction Property Maintenance,PROPERTY,VISIBLE,NHS,NHS-Neighborhood Preservation-,Property Violations,Main Structure,2/25/2020,3:21 PM,2,2020,RESOL,N,2/25/2020,2,2020,0,"5822 Bellefontaine Ave64130
(39.020187, -94.550236)",Jackson,39.020187,-94.550236,36834,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028396
1617,2020028120,3701 E 18th St,East Community Team North,L,64127,East,3,PHONE,4440,Property / Buildings / Construction,,180,424,Property Maintenance,Property / Buildings / Construction Property Maintenance,PROPERTY,VISIBLE,NHS,NHS-Neighborhood Preservation-,Property Violations,Main Structure,2/25/2020,11:12 AM,2,2020,OPEN,N,,,,,"3701 E 18th St64127
(39.090214, -94.538916)",Jackson,39.090214,-94.538916,14972,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028120
1631,2020028082,5703 Jackson Ave,Swope Parkway-Elmwood,L,64130,Metro,5,INSPE,85,Property / Buildings / Construction,,51,13,Property Maintenance,Property / Buildings / Construction Property Maintenance,PROPERTY,VISIBLE,NHS,NHS-Neighborhood Preservation-,Property Violations,Main Structure,2/25/2020,10:28 AM,2,2020,RESOL,Y,4/16/2020,4,2020,51,"5703 Jackson Ave64130
(39.022024, -94.536489)",Jackson,39.022024,-94.536489,172842,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028082
1636,2020027994,2601 E 29th St,Santa Fe,L,64128,East,3,PHONE,4440,Public Health,,20,66,Services,Public Health Services,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Healthy Homes-,Public Health-Services-Healthy Homes Information,Healthy Homes Information,2/25/2020,9:26 AM,2,2020,RESOL,Y,3/16/2020,3,2020,20,"2601 E 29th St64128
(39.072162, -94.552112)",Jackson,39.072162,-94.552112,24734,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020027994
1637,2020028018,3610 Norton Ave,Palestine East,L,64128,East,3,PHONE,4440,Public Health,,20,66,Services,Public Health Services,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,Health,Health-Healthy Homes-,Public Health-Services-Healthy Homes Information,Healthy Homes Information,2/25/2020,9:42 AM,2,2020,RESOL,Y,3/16/2020,3,2020,20,"3610 Norton Ave64128
(39.059808, -94.536401)",Jackson,39.059808,-94.536401,27718,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028018
1640,2020028323,814 Park Ave,Independence Plaza,L,64124,Central,3,PHONE,4440,Public Safety,,23,34,Police,Public Safety Police,PUBLIC_HEALT_SAFETY_WORKS,NOT_VISIBLE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Homeless Camp,2/25/2020,2:37 PM,2,2020,RESOL,Y,3/19/2020,3,2020,23,"814 Park Ave64124
(39.103196, -94.554987)",Jackson,39.103196,-94.554987,11718,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028323
1663,2020028575,6711 Askew Ave,Self Help Neighborhood Council,L,64132,Metro,5,PHONE,4440,Storm Water / Sewer,,21,43,Sewer Backup / Leak,Storm Water / Sewer Sewer Backup / Leak,SEWER_WASTE_STORMWATER,VISIBLE,Water Services,Water Services-Line Maintenance-Wastewater,Sewer-Sewer Backup / Leak-In a house,In A House,2/25/2020,5:48 PM,2,2020,RESOL,Y,3/17/2020,3,2020,21,"6711 Askew Ave64132
(39.004321, -94.54461)",Jackson,39.004321,-94.54461,2286,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028575
1664,2020028173,826 E Linwood Blvd,North Hyde Park,L,64109,Central,4,PHONE,4440,Storm Water / Sewer,,1,1102,Sewer Backup / Leak,Storm Water / Sewer Sewer Backup / Leak,SEWER_WASTE_STORMWATER,VISIBLE,Water Services,Water Services-Line Maintenance-Wastewater,Sewer-Sewer Backup / Leak-In a house,In A House,2/25/2020,12:05 PM,2,2020,RESOL,N,2/26/2020,2,2020,1,"826 E Linwood Blvd64109
(39.069062, -94.574348)",Jackson,39.069062,-94.574348,259214,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028173
1680,2020028046,5518 E Truman Rd,West Blue Valley,L,64127,East,3,PHONE,4440,Streets / Roadways / Alleys,,1,1102,Markings / Paint,Streets / Roadways / Alleys Markings / Paint,ROADS_LIGHTS_SIGNS,VISIBLE,Public Works,Public Works-Capital Projects-Signs,Streets / Roadways / Alleys-Markings / Paint-Turn lanes,Turn Lanes,2/25/2020,9:58 AM,2,2020,RESOL,N,2/26/2020,2,2020,1,"5518 E Truman Rd64127
(39.094297, -94.517201)",Jackson,39.094297,-94.517201,9009,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028046
1681,2020028117,1409 Admiral Blvd,Paseo West,L,64106,Central,3,WEB,1030,Streets / Roadways / Alleys,,2,503,Markings / Paint,Streets / Roadways / Alleys Markings / Paint,ROADS_LIGHTS_SIGNS,VISIBLE,Public Works,Public Works-Capital Projects-Traffic Control,Streets / Roadways / Alleys-Markings / Paint-New Marking Request,New Marking Request,2/25/2020,11:11 AM,2,2020,RESOL,N,2/27/2020,2,2020,2,"1409 Admiral Blvd64106
(39.104923, -94.564505)",Jackson,39.104923,-94.564505,11924,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028117
1695,2020028386,6919 Prospect Ave,Self Help Neighborhood Council,L,64132,Metro,5,WEB,1030,Streets / Roadways / Alleys,,8,161,Pothole,Streets / Roadways / Alleys Pothole,ROADS_LIGHTS_SIGNS,VISIBLE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,District 3,2/25/2020,3:16 PM,2,2020,RESOL,Y,3/4/2020,3,2020,8,"6919 Prospect Ave64132
(39.000966, -94.556387)",Jackson,39.000966,-94.556387,3101,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028386
1741,2020028314,1616 E 18th St,18th And Vine And Downtown East,L,64108,Central,3,BOT,341,Streets / Roadways / Alleys,,3,467,Pothole,Streets / Roadways / Alleys Pothole,ROADS_LIGHTS_SIGNS,VISIBLE,Public Works,Public Works-Street and Traffic-District 2,Streets / Roadways / Alleys-Pothole-District 2,District 2,2/25/2020,2:31 PM,2,2020,RESOL,Y,2/28/2020,2,2020,3,"1616 E 18th St64108
(39.091451, -94.562726)",Jackson,39.091451,-94.562726,13277,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028314
1765,2020027919,7033 Prospect Ave,Self Help Neighborhood Council,L,64132,Metro,5,PHONE,4440,Streets / Roadways / Alleys,,8,161,Pothole,Streets / Roadways / Alleys Pothole,ROADS_LIGHTS_SIGNS,VISIBLE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,District 3,2/25/2020,8:18 AM,2,2020,RESOL,Y,3/4/2020,3,2020,8,"7033 Prospect Ave64132
(38.998665, -94.556508)",Jackson,38.998665,-94.556508,3088,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020027919
1793,2020028379,5809 Prospect Ave,North Town Fork Creek,L,64130,Metro,5,WEB,1030,Streets / Roadways / Alleys,,8,161,Pothole,Streets / Roadways / Alleys Pothole,ROADS_LIGHTS_SIGNS,VISIBLE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,District 3,2/25/2020,3:14 PM,2,2020,RESOL,Y,3/4/2020,3,2020,8,"5809 Prospect Ave64130
(39.020688, -94.555202)",Jackson,39.020688,-94.555202,36648,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028379
1806,2020028375,5119 Prospect Ave,North Town Fork Creek,L,64130,Metro,5,WEB,1030,Streets / Roadways / Alleys,,8,161,Pothole,Streets / Roadways / Alleys Pothole,ROADS_LIGHTS_SIGNS,VISIBLE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,District 3,2/25/2020,3:12 PM,2,2020,RESOL,Y,3/4/2020,3,2020,8,"5119 Prospect Ave64130
(39.032875, -94.554408)",Jackson,39.032875,-94.554408,36122,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028375
1855,2020028253,2626 E 6th St,Independence Plaza,L,64124,East,3,PHONE,4440,Streets / Roadways / Alleys,,23,34,Street Clean Up,Streets / Roadways / Alleys Street Clean Up,ROADS_LIGHTS_SIGNS,VISIBLE,Water Services,Water Services-Line Maintenance-Wastewater,Streets / Roadways / Alleys-Street Clean Up-Sweeping Schedule,Sweeping Schedule,2/25/2020,1:36 PM,2,2020,RESOL,Y,3/19/2020,3,2020,23,"2626 E 6th St64124
(39.105576, -94.549691)",Jackson,39.105576,-94.549691,10505,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028253
1857,2020027875,2626 E 9th St,Independence Plaza,L,64124,East,3,PHONE,4440,Streets / Roadways / Alleys,,7,177,Street Services,Streets / Roadways / Alleys Street Services,ROADS_LIGHTS_SIGNS,VISIBLE,Public Works,Public Works-Capital Projects-Traffic Permits,Streets / Roadways / Alleys-Street Services-Street Permit Research,Street Permit Research,2/25/2020,7:36 AM,2,2020,RESOL,N,3/3/2020,3,2020,7,"2626 E 9th St64124
(39.102761, -94.549931)",Jackson,39.102761,-94.549931,10481,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020027875
1862,2020028427,4259 E 61st St,Swope Parkway-Elmwood,L,64130,Metro,5,BOT,341,Trash / Recycling,,1,1102,Bulky Pick Up,Trash / Recycling Bulky Pick Up,TRASH_RECYCLING,NOT_VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Bulky Pick Up -Missed Pick Up,Missed Pick Up,2/25/2020,3:50 PM,2,2020,RESOL,N,2/26/2020,2,2020,1,"4259 E 61st St64130
(39.014312, -94.534698)",Jackson,39.014312,-94.534698,403,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028427
1873,2020028186,3817 E 37th St,Palestine East,L,64128,East,3,PHONE,4440,Trash / Recycling,,7,177,Dumping,Trash / Recycling Dumping,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-Illegal Dumping,Trash / Recycling-Dumping-Camera Request,Camera Request,2/25/2020,12:14 PM,2,2020,RESOL,N,3/3/2020,3,2020,7,"3817 E 37th St64128
(39.05839, -94.538679)",Jackson,39.05839,-94.538679,28276,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028186
1881,2020027952,3905 E 37th St,Palestine East,L,64128,East,3,PHONE,4440,Trash / Recycling,,7,177,Dumping,Trash / Recycling Dumping,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-Abatement Referral,Trash / Recycling-Dumping-Solid Waste Referral,Solid Waste Referral,2/25/2020,8:52 AM,2,2020,RESOL,N,3/3/2020,3,2020,7,"3905 E 37th St64128
(39.058333, -94.538327)",Jackson,39.058333,-94.538327,28275,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020027952
1882,2020028092,4000 E 51st Ter,Mount Cleveland,L,64130,Metro,5,PHONE,4440,Trash / Recycling,,30,22,Dumping,Trash / Recycling Dumping,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-Abatement Referral,Trash / Recycling-Dumping-Solid Waste Referral,Solid Waste Referral,2/25/2020,10:40 AM,2,2020,RESOL,Y,3/26/2020,3,2020,30,"4000 E 51st Ter64130
(39.03255, -94.538521)",Jackson,39.03255,-94.538521,35548,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028092
1887,2020028313,2246 Brighton Ave,East Community Team North,L,64127,East,3,PHONE,4440,Trash / Recycling,,4,337,Dumping,Trash / Recycling Dumping,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-Abatement Referral,Trash / Recycling-Dumping-Solid Waste Referral,Solid Waste Referral,2/25/2020,2:26 PM,2,2020,RESOL,N,2/29/2020,2,2020,4,"2246 Brighton Ave64127
(39.083584, -94.52483)",Jackson,39.083584,-94.52483,18740,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028313
